Age,Gender,Course,InternetAccess,SleepQuality,StudyMethod,FacilityRating,ExamDifficulty,Grade,StudyLevel,SleepLevel,AttendanceLevel
22,female,bcom,yes,good,coaching,low,moderate,D,medium,regular,low
23,male,bca,yes,average,mixed,high,easy,B,high,bad,low
18,other,diploma,yes,poor,selfstudy,medium,moderate,F,medium,regular,low
20,female,bca,yes,good,selfstudy,medium,easy,C,low,good,high
17,male,bca,yes,poor,coaching,low,moderate,D,medium,bad,high
21,male,bsc,yes,good,mixed,medium,moderate,A,high,good,high
24,male,bca,no,poor,online,medium,moderate,F,medium,bad,medium
17,male,bba,yes,good,coaching,high,moderate,A,high,regular,high
20,other,diploma,no,good,mixed,medium,moderate,A,high,good,medium
24,female,bba,no,average,coaching,low,moderate,C,medium,good,low
19,other,btech,yes,good,mixed,high,moderate,D,medium,bad,medium
18,male,ba,no,average,coaching,low,moderate,C,low,good,medium
20,other,bca,yes,good,online,high,hard,C,high,good,medium
21,female,bca,yes,poor,online,high,hard,B,high,regular,low
22,female,bcom,yes,average,mixed,low,hard,A,high,good,medium
19,other,bsc,yes,average,groupstudy,high,easy,F,low,regular,medium
24,other,diploma,yes,good,coaching,low,moderate,A,high,bad,low
21,other,bca,yes,good,coaching,medium,moderate,F,medium,regular,low
19,other,diploma,yes,good,online,low,moderate,B,medium,regular,high
24,female,bba,yes,good,selfstudy,medium,moderate,F,low,regular,medium
24,other,bca,no,good,online,medium,moderate,C,low,good,medium
20,other,bcom,yes,poor,groupstudy,medium,hard,C,medium,regular,high
17,other,bca,yes,poor,coaching,medium,hard,D,medium,good,medium
21,female,ba,yes,good,selfstudy,medium,moderate,A,high,good,low
21,male,bca,no,poor,selfstudy,medium,moderate,F,medium,good,low
18,female,bsc,yes,good,mixed,low,moderate,D,high,good,low
22,male,bcom,yes,average,groupstudy,low,easy,F,medium,good,low
23,male,bsc,yes,average,selfstudy,medium,easy,C,low,regular,high
17,female,bcom,no,poor,coaching,low,easy,D,low,good,high
22,female,bca,yes,average,groupstudy,low,moderate,C,high,bad,medium
18,female,btech,yes,poor,online,low,easy,D,high,good,low
22,other,bca,yes,good,selfstudy,low,hard,F,low,good,low
20,other,bca,yes,average,selfstudy,low,moderate,C,medium,good,high
17,female,bba,yes,poor,selfstudy,medium,moderate,B,medium,regular,high
24,female,bba,yes,good,groupstudy,high,moderate,B,medium,bad,medium
18,other,btech,yes,poor,selfstudy,low,moderate,C,high,good,high
21,male,bba,yes,poor,groupstudy,low,hard,D,high,regular,low
18,other,bsc,yes,good,groupstudy,high,hard,C,medium,good,medium
24,other,bsc,yes,good,selfstudy,medium,moderate,F,low,good,low
22,other,diploma,yes,good,mixed,medium,hard,C,low,good,medium
23,male,bba,yes,good,coaching,high,hard,A,high,regular,medium
20,female,diploma,yes,poor,online,low,easy,C,medium,bad,medium
20,other,ba,no,average,online,medium,moderate,F,low,regular,high
22,male,bcom,yes,poor,mixed,low,moderate,D,high,good,low
23,male,diploma,yes,average,mixed,low,easy,C,medium,good,low
23,female,bba,no,poor,selfstudy,high,moderate,D,medium,bad,high
17,female,diploma,yes,good,mixed,high,moderate,D,low,regular,medium
22,other,btech,yes,average,mixed,high,moderate,A,high,good,high
17,female,ba,yes,poor,mixed,medium,moderate,B,high,good,high
19,other,bca,yes,poor,online,low,hard,F,medium,good,medium
23,male,bca,yes,poor,groupstudy,medium,easy,C,medium,good,medium
19,female,bca,yes,poor,selfstudy,low,hard,F,medium,regular,medium
23,male,bsc,yes,poor,mixed,low,moderate,C,high,regular,low
20,male,ba,yes,average,mixed,high,hard,D,medium,good,medium
18,male,btech,yes,poor,online,low,hard,F,medium,bad,low
19,other,bca,yes,good,groupstudy,low,easy,C,medium,regular,low
21,female,bba,yes,poor,groupstudy,low,moderate,A,high,regular,high
23,male,bsc,yes,average,online,medium,moderate,D,medium,regular,medium
21,male,bca,yes,good,groupstudy,medium,moderate,B,medium,good,high
24,female,bca,yes,good,coaching,high,moderate,A,medium,good,high
23,other,btech,yes,poor,online,high,moderate,B,high,bad,high
23,other,btech,yes,good,mixed,low,moderate,A,high,good,high
21,male,bsc,yes,average,groupstudy,medium,easy,B,high,good,low
19,other,btech,yes,good,groupstudy,medium,hard,B,medium,good,low
20,female,ba,no,average,online,high,moderate,A,medium,good,high
17,other,diploma,yes,good,selfstudy,low,moderate,F,medium,bad,low
19,male,btech,yes,average,coaching,high,hard,A,high,good,medium
24,female,bba,yes,poor,online,high,hard,B,high,good,high
20,other,bcom,yes,good,selfstudy,low,easy,B,medium,regular,high
17,male,bca,yes,good,online,low,moderate,F,medium,bad,low
22,other,ba,yes,poor,coaching,high,moderate,C,low,good,high
24,male,bba,yes,poor,mixed,low,moderate,A,high,good,high
23,other,diploma,yes,good,online,high,moderate,F,medium,good,high
19,other,btech,yes,average,groupstudy,high,easy,C,medium,good,high
20,other,bcom,yes,poor,coaching,high,easy,F,low,good,low
21,other,bsc,yes,good,selfstudy,low,moderate,C,low,good,high
18,male,bsc,yes,good,selfstudy,low,moderate,F,low,good,medium
19,female,bba,yes,good,online,low,moderate,D,high,good,medium
18,other,btech,yes,average,mixed,low,moderate,A,high,bad,high
24,male,bcom,yes,good,groupstudy,high,easy,C,medium,regular,medium
22,male,btech,yes,poor,online,low,easy,F,medium,good,high
23,male,bba,yes,poor,coaching,high,hard,A,high,good,high
23,other,bca,yes,good,groupstudy,high,hard,A,high,good,low
24,male,ba,no,average,mixed,medium,moderate,B,medium,good,medium
17,female,ba,yes,average,coaching,medium,moderate,B,high,good,low
24,female,ba,yes,average,mixed,low,moderate,B,high,good,low
17,female,bsc,yes,poor,online,medium,moderate,A,high,good,low
20,other,bcom,yes,poor,groupstudy,high,hard,D,low,good,medium
21,other,diploma,yes,good,groupstudy,low,moderate,D,medium,good,low
19,female,btech,yes,good,coaching,high,moderate,D,low,good,high
18,other,bca,yes,poor,coaching,medium,moderate,D,high,good,low
18,male,bsc,yes,average,mixed,medium,moderate,A,high,good,low
23,other,btech,yes,good,selfstudy,low,easy,C,high,good,low
19,male,bsc,yes,good,selfstudy,low,hard,F,low,bad,medium
19,male,bsc,yes,good,online,medium,easy,D,medium,bad,low
24,male,bcom,yes,good,online,medium,moderate,A,high,good,high
18,male,bca,yes,poor,mixed,medium,moderate,C,high,good,medium
24,other,diploma,yes,poor,groupstudy,low,moderate,A,high,good,high
24,male,bba,yes,average,selfstudy,high,moderate,F,low,regular,low
21,other,bsc,yes,poor,selfstudy,medium,hard,B,high,good,low
18,female,diploma,yes,good,mixed,high,moderate,A,high,regular,high
18,male,bca,yes,poor,coaching,medium,easy,A,high,bad,medium
19,female,btech,yes,good,selfstudy,medium,easy,A,medium,regular,low
21,male,bcom,yes,poor,selfstudy,low,easy,D,high,regular,low
18,male,bca,yes,good,coaching,low,easy,C,low,good,high
20,female,btech,yes,poor,mixed,medium,hard,F,medium,good,low
17,other,btech,yes,poor,groupstudy,low,moderate,F,low,good,medium
21,female,bba,yes,poor,coaching,low,moderate,C,medium,good,high
17,male,bcom,yes,good,selfstudy,medium,moderate,A,high,good,high
22,other,ba,yes,good,selfstudy,high,moderate,A,high,good,high
17,other,bca,yes,poor,groupstudy,medium,moderate,D,medium,regular,medium
18,male,ba,yes,poor,groupstudy,low,hard,C,high,bad,high
18,other,bba,yes,good,groupstudy,medium,easy,C,medium,good,medium
23,other,btech,yes,good,mixed,low,moderate,F,medium,good,low
17,female,btech,yes,good,mixed,medium,moderate,C,high,good,medium
20,male,bsc,yes,good,mixed,low,easy,A,medium,good,high
21,female,bsc,yes,average,coaching,high,moderate,B,high,regular,medium
21,female,bcom,yes,good,mixed,high,moderate,A,high,regular,medium
22,male,bca,yes,good,groupstudy,medium,moderate,F,medium,regular,medium
23,male,bsc,yes,average,coaching,high,moderate,C,medium,good,high
20,male,btech,yes,average,selfstudy,high,moderate,B,medium,bad,medium
23,male,bsc,yes,average,online,medium,moderate,B,high,regular,medium
19,other,bcom,yes,good,online,low,moderate,C,medium,regular,low
24,male,bsc,yes,poor,selfstudy,low,easy,B,high,good,low
21,female,bsc,yes,average,mixed,high,easy,C,medium,regular,low
22,female,bba,yes,good,online,medium,easy,C,low,good,high
24,male,btech,yes,poor,selfstudy,medium,moderate,D,medium,good,medium
23,other,bsc,yes,average,online,low,hard,F,low,good,medium
23,other,bca,no,average,mixed,medium,moderate,D,low,good,medium
21,female,btech,yes,poor,groupstudy,medium,easy,F,low,bad,medium
17,other,btech,yes,poor,selfstudy,medium,easy,D,high,bad,high
20,male,btech,no,average,selfstudy,medium,moderate,C,high,regular,high
18,other,ba,yes,poor,coaching,high,easy,D,medium,regular,high
24,other,bba,yes,average,groupstudy,high,moderate,D,medium,good,low
18,female,bba,yes,good,online,low,easy,D,medium,good,high
18,other,bba,yes,average,online,low,moderate,C,high,good,low
18,other,btech,no,good,mixed,medium,moderate,A,high,regular,low
22,female,bcom,yes,average,groupstudy,medium,hard,A,high,good,medium
21,male,bba,yes,average,selfstudy,medium,moderate,F,medium,regular,low
24,male,bba,no,poor,coaching,low,easy,B,high,regular,low
20,male,bcom,yes,average,mixed,low,moderate,B,high,good,low
19,male,bca,yes,poor,mixed,high,moderate,D,low,regular,medium
17,other,bca,yes,good,groupstudy,high,moderate,D,medium,good,low
17,male,bca,yes,poor,selfstudy,high,moderate,C,medium,good,high
19,other,bca,yes,poor,mixed,low,hard,C,high,good,medium
24,male,diploma,no,average,mixed,medium,easy,D,medium,good,medium
21,female,bca,yes,good,mixed,high,easy,C,medium,regular,medium
24,female,bba,yes,good,coaching,medium,moderate,C,low,bad,high
17,male,bcom,yes,average,coaching,low,easy,C,medium,good,high
17,male,bcom,yes,average,mixed,low,easy,C,high,good,low
23,male,bca,yes,average,mixed,medium,moderate,B,medium,good,high
17,male,bcom,yes,good,mixed,high,moderate,C,medium,good,medium
17,other,bba,yes,good,coaching,low,easy,A,medium,good,high
20,female,ba,yes,poor,online,medium,moderate,B,high,good,medium
24,other,bcom,yes,good,groupstudy,high,hard,D,low,good,low
22,other,ba,yes,poor,coaching,low,easy,A,medium,good,high
17,female,btech,yes,good,groupstudy,low,moderate,F,medium,regular,low
23,other,bba,yes,average,coaching,high,hard,D,low,good,high
23,male,btech,yes,good,selfstudy,high,easy,A,high,good,medium
23,female,btech,yes,average,selfstudy,medium,moderate,C,high,regular,low
24,female,bsc,yes,poor,online,low,easy,D,medium,good,low
18,female,ba,yes,poor,selfstudy,medium,easy,F,medium,good,low
24,other,bcom,no,poor,coaching,medium,hard,F,low,regular,low
19,other,diploma,yes,good,coaching,low,moderate,B,medium,good,medium
23,female,diploma,yes,good,coaching,low,moderate,F,low,regular,high
21,male,bcom,yes,good,groupstudy,high,easy,D,medium,regular,low
23,female,diploma,yes,average,mixed,medium,moderate,F,low,good,low
22,other,btech,yes,average,online,high,moderate,B,high,bad,high
22,other,bsc,no,good,coaching,low,moderate,A,high,good,low
21,other,bcom,yes,poor,selfstudy,high,easy,F,low,bad,high
23,male,diploma,yes,good,groupstudy,high,easy,A,high,regular,low
22,male,ba,yes,average,selfstudy,high,moderate,A,high,good,high
18,female,bba,yes,poor,coaching,high,easy,C,low,good,high
23,female,bba,yes,good,coaching,high,moderate,A,high,regular,low
21,female,ba,yes,poor,online,medium,moderate,D,medium,regular,medium
19,other,diploma,yes,poor,groupstudy,medium,hard,F,medium,regular,medium
21,female,diploma,yes,good,online,medium,moderate,A,high,regular,low
24,female,ba,yes,poor,selfstudy,medium,moderate,F,medium,good,medium
23,other,bba,yes,good,groupstudy,medium,moderate,F,low,good,high
23,female,bba,yes,poor,mixed,high,moderate,F,medium,bad,high
20,female,bba,yes,good,groupstudy,high,moderate,B,high,regular,low
23,male,btech,yes,poor,selfstudy,low,easy,B,high,bad,high
20,female,bsc,yes,poor,online,medium,easy,D,medium,regular,low
22,female,diploma,yes,poor,mixed,low,easy,F,medium,good,low
22,male,bsc,yes,average,mixed,high,moderate,F,low,good,low
18,male,bba,no,good,coaching,medium,moderate,A,high,regular,medium
19,other,diploma,yes,poor,selfstudy,high,hard,F,low,regular,low
17,male,bba,yes,poor,online,medium,easy,B,high,bad,low
18,male,bsc,no,average,groupstudy,medium,easy,F,low,regular,medium
20,male,diploma,yes,average,online,medium,moderate,D,low,regular,high
20,male,btech,yes,average,groupstudy,medium,hard,F,low,regular,medium
18,female,bca,yes,poor,selfstudy,low,moderate,D,medium,regular,high
20,female,bsc,yes,poor,online,low,moderate,F,medium,regular,low
21,female,bba,yes,average,mixed,high,moderate,A,high,bad,high
18,female,ba,yes,good,online,medium,moderate,D,medium,bad,low
19,female,ba,yes,good,selfstudy,medium,moderate,F,low,good,low
19,other,bcom,yes,poor,online,medium,hard,F,medium,good,low
21,male,ba,yes,poor,mixed,medium,hard,F,medium,good,medium
19,other,diploma,yes,good,groupstudy,medium,hard,C,high,regular,low
22,male,bca,yes,poor,online,medium,hard,B,high,regular,high
19,other,bcom,yes,good,online,low,moderate,A,high,regular,high
20,female,diploma,yes,good,online,high,moderate,C,medium,regular,low
20,female,diploma,yes,good,online,medium,moderate,C,medium,regular,high
18,male,bba,yes,poor,coaching,high,easy,B,medium,good,low
22,female,bba,yes,good,groupstudy,low,easy,D,medium,regular,low
18,female,btech,yes,poor,groupstudy,low,easy,F,medium,good,low
19,other,ba,yes,good,coaching,low,easy,F,low,bad,low
23,male,bsc,no,good,online,low,moderate,F,low,good,low
24,female,bsc,no,average,selfstudy,medium,moderate,A,high,good,low
22,other,diploma,yes,average,coaching,high,hard,A,high,good,low
24,other,bsc,no,average,groupstudy,low,moderate,F,low,good,high
23,other,bba,yes,good,coaching,high,moderate,A,high,regular,high
20,female,diploma,yes,good,online,low,hard,A,high,regular,high
23,other,bba,yes,poor,groupstudy,low,moderate,F,low,good,low
19,male,bca,yes,poor,coaching,medium,easy,B,high,bad,low
20,other,bca,yes,average,selfstudy,low,moderate,A,high,good,medium
21,female,ba,no,average,mixed,high,moderate,C,high,good,medium
24,female,diploma,yes,average,mixed,high,hard,C,high,regular,low
23,male,diploma,yes,poor,coaching,medium,easy,D,medium,good,high
20,female,bcom,yes,poor,groupstudy,high,hard,D,medium,regular,high
22,male,bca,yes,poor,online,high,easy,B,high,good,low
18,other,bsc,yes,poor,groupstudy,high,moderate,B,medium,good,high
23,male,btech,no,poor,mixed,high,moderate,F,medium,good,low
21,female,ba,yes,good,selfstudy,low,moderate,C,high,bad,medium
21,male,bba,no,good,coaching,high,moderate,A,high,good,low
23,female,bba,yes,average,coaching,low,easy,A,high,regular,medium
22,female,bca,yes,good,selfstudy,low,easy,F,low,good,low
17,male,bcom,yes,good,online,low,easy,C,medium,good,medium
19,other,bca,yes,average,mixed,low,hard,F,low,good,low
18,other,diploma,yes,poor,groupstudy,high,moderate,B,high,good,medium
22,female,btech,yes,average,selfstudy,medium,hard,F,low,regular,high
17,male,ba,yes,average,online,high,moderate,B,high,bad,medium
18,other,bsc,yes,poor,coaching,medium,moderate,D,medium,good,medium
21,other,bba,yes,poor,selfstudy,low,easy,F,medium,regular,high
22,female,bcom,yes,good,selfstudy,low,moderate,B,high,regular,high
21,female,bsc,yes,poor,mixed,medium,moderate,D,low,regular,high
23,male,bsc,yes,poor,mixed,low,moderate,F,low,regular,low
24,female,bcom,yes,good,selfstudy,low,moderate,F,low,regular,medium
18,male,btech,yes,poor,selfstudy,high,moderate,A,medium,regular,high
24,female,btech,yes,good,coaching,medium,moderate,A,high,bad,high
21,other,bba,yes,average,selfstudy,high,moderate,F,low,good,low
22,female,diploma,yes,average,selfstudy,low,easy,B,high,good,high
17,female,ba,yes,poor,groupstudy,high,moderate,F,low,bad,medium
21,other,diploma,yes,good,selfstudy,high,moderate,D,medium,good,high
22,other,bsc,yes,average,mixed,medium,easy,D,high,regular,medium
21,male,diploma,yes,average,selfstudy,low,hard,A,high,regular,low
17,male,bba,yes,poor,selfstudy,medium,easy,B,high,good,low
21,male,bca,yes,good,groupstudy,medium,moderate,D,high,good,low
24,other,btech,yes,good,selfstudy,low,moderate,D,medium,bad,medium
22,female,bba,yes,good,groupstudy,medium,moderate,C,low,good,medium
18,other,bcom,yes,poor,selfstudy,low,moderate,F,medium,bad,medium
24,female,diploma,yes,poor,coaching,medium,easy,A,high,regular,medium
24,other,bca,yes,average,coaching,medium,moderate,D,medium,bad,medium
18,other,diploma,yes,poor,coaching,low,hard,F,medium,good,low
23,male,diploma,yes,good,online,high,moderate,D,low,regular,low
20,other,bca,yes,average,coaching,high,hard,D,low,bad,medium
21,other,bsc,no,good,coaching,medium,hard,A,high,regular,medium
20,male,bsc,yes,good,coaching,medium,moderate,B,medium,regular,high
23,female,diploma,yes,poor,coaching,medium,moderate,A,high,good,high
24,other,bba,yes,average,online,high,easy,B,medium,good,medium
23,other,diploma,yes,poor,selfstudy,medium,moderate,C,high,good,low
24,female,bca,yes,average,selfstudy,high,hard,C,low,good,high
24,female,bba,yes,good,selfstudy,medium,moderate,C,low,bad,low
17,male,bsc,yes,average,selfstudy,high,moderate,C,medium,good,medium
19,female,diploma,yes,poor,online,medium,easy,F,low,good,high
22,female,bsc,yes,poor,mixed,low,moderate,A,high,regular,high
